game_id,date,team,opponent,team_name,opponent_name,team_score,opponent_score,margin,location,pace,completed,year,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,stl,blk,tov,pf,opp_fgm,opp_fga,opp_fg_pct,opp_fg3m,opp_fg3a,opp_fg3_pct,opp_ftm,opp_fta,opp_ft_pct,opp_oreb,opp_dreb,opp_reb,opp_ast,opp_stl,opp_blk,opp_tov,opp_pf,off_rating,def_rating,net_rating,efg_pct,ts_pct,tov_pct,oreb_pct,dreb_pct,ast_pct,ast_to,opp_off_rating,opp_def_rating,opp_net_rating,opp_efg_pct,opp_ts_pct,opp_tov_pct,opp_oreb_pct,opp_dreb_pct,opp_ast_pct,opp_ast_to,garbage_time_detected,garbage_time_cutoff_period,garbage_time_cutoff_clock,garbage_time_cutoff_action_number,garbage_time_possessions_before_cutoff,effective_margin,effective_possessions,effective_pace,team_score_at_cutoff,opponent_score_at_cutoff
0021900001,2019-10-22,TOR,NOP,Raptors,Pelicans,130.0,122.0,8.0,Home,,True,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,36.0,8.0,0.0,,130.0,122.0
0021900002,2019-10-22,LAC,LAL,Clippers,Lakers,112.0,102.0,10.0,Home,,True,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,28.0,10.0,0.0,,112.0,102.0
0021900003,2019-10-23,CHO,CHI,Hornets,Bulls,126.0,125.0,1.0,Home,,True,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,31.0,1.0,0.0,,126.0,125.0
0021900004,2019-10-23,IND,DET,Pacers,Pistons,110.0,119.0,-9.0,Home,,True,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,36.0,-9.0,0.0,,110.0,119.0
0021900005,2019-10-23,ORL,CLE,Magic,Cavaliers,94.0,85.0,9.0,Home,,True,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,28.0,9.0,0.0,,94.0,85.0
0021900006,2019-10-23,BRK,MIN,Nets,Timberwolves,126.0,127.0,-1.0,Home,,True,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,28.0,-1.0,0.0,,126.0,127.0
0021900007,2019-10-23,MIA,MEM,Heat,Grizzlies,120.0,101.0,19.0,Home,,True,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,4.0,PT05M05.00S,711.0,38.0,19.0,0.0,,120.0,101.0
0021900008,2019-10-23,PHI,BOS,76ers,Celtics,107.0,93.0,14.0,Home,,True,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,24.0,14.0,0.0,,107.0,93.0
0021900009,2019-10-23,DAL,WAS,Mavericks,Wizards,108.0,100.0,8.0,Home,,True,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,38.0,8.0,0.0,,108.0,100.0
0021900010,2019-10-23,SAS,NYK,Spurs,Knicks,120.0,111.0,9.0,Home,,True,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,4.0,PT03M04.00S,653.0,29.0,9.0,0.0,,120.0,111.0
0021900011,2019-10-23,UTA,OKC,Jazz,Thunder,100.0,95.0,5.0,Home,,True,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,25.0,5.0,0.0,,100.0,95.0
0021900012,2019-10-23,PHX,SAC,Suns,Kings,124.0,95.0,29.0,Home,,True,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,4.0,PT05M59.00S,628.0,35.0,29.0,0.0,,124.0,95.0
0021900013,2019-10-23,POR,DEN,Trail Blazers,Nuggets,100.0,108.0,-8.0,Home,,True,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,36.0,-8.0,0.0,,100.0,108.0
0021900014,2019-10-24,DET,ATL,Pistons,Hawks,100.0,117.0,-17.0,Home,,True,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,27.0,-17.0,0.0,,100.0,117.0
0021900015,2019-10-24,HOU,MIL,Rockets,Bucks,111.0,117.0,-6.0,Home,,True,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,28.0,-6.0,0.0,,111.0,117.0
0021900016,2019-10-24,GSW,LAC,Warriors,Clippers,122.0,141.0,-19.0,Home,,True,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,29.0,-19.0,0.0,,122.0,141.0
0021900017,2019-10-25,BOS,TOR,Celtics,Raptors,112.0,106.0,6.0,Home,,True,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,33.0,6.0,0.0,,112.0,106.0
0021900018,2019-10-25,CHO,MIN,Hornets,Timberwolves,99.0,121.0,-22.0,Home,,True,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,31.0,-22.0,0.0,,99.0,121.0
0021900019,2019-10-25,BRK,NYK,Nets,Knicks,113.0,109.0,4.0,Home,,True,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,52.0,4.0,0.0,,113.0,109.0
